Canal South-Three, Waist South-One, 380.12761015216984, Walk NE
Valvius Mevureius' House, Guild of Mages, 381.0, Walk S
Guild of Mages, Valvius Mevureius' House, 381.0, Walk N
Propylon Chamber, Andasreth, 381.22172026263144, Walk S
Andasreth, Propylon Chamber, 381.22172026263144, Walk N
Prison Towers, Moonmoth Legion Fort, 382.19628464965484, Walk NW
Moonmoth Legion Fort, Prison Towers, 382.19628464965484, Walk SE
Census and Excise Office, Census and Excise Warehouse, 384.33448973517847, Walk E
Census and Excise Warehouse, Census and Excise Office, 384.33448973517847, Walk W
Baro Egnatius, Boat Transport: Raven Rock, 385.7512151633485, Walk NW
Boat Transport: Raven Rock, Baro Egnatius, 385.7512151633485, Walk SE
Hecerinde's House, Dralosa Athren's House, 391.8086267554608, Walk SW
Dralosa Athren's House, Hecerinde's House, 391.8086267554608, Walk NE
Lower Waistworks, Upper Waistworks, 393.35734389992007, Walk NW
Upper Waistworks, Lower Waistworks, 393.35734389992007, Walk SE
Fanar Fork-Beard's House, Mette's House, 395.56668211567063, Walk W
Mette's House, Fanar Fork-Beard's House, 395.56668211567063, Walk E
Fanisea Irano's Farmhouse, Ienasa Radas's Farmhouse, 404.42180950092194, Walk SE
Ienasa Radas's Farmhouse, Fanisea Irano's Farmhouse, 404.42180950092194, Walk NW
Sados Relothan's House, Raven Rock, 404.82094807457776, Walk N
Raven Rock, Sados Relothan's House, 404.82094807457776, Walk S
Waistworks, Molag Mar, 404.93085829558606, Walk N
Molag Mar, Waistworks, 404.93085829558606, Walk S
Upper Level, Telasero, 414.09781453178425, Walk SW
Telasero, Upper Level, 414.09781453178425, Walk NE
Patababi's Yurt, Zainab Camp, 415.07710127155894, Walk NE
Zainab Camp, Patababi's Yurt, 415.07710127155894, Walk SW
Indarys Manor, Bal Isra, 426.1419951143046, Walk E
Bal Isra, Indarys Manor, 426.1419951143046, Walk W
Wise Woman's Yurt, Erabenimsun Camp, 427.15922090012293, Walk E
Erabenimsun Camp, Wise Woman's Yurt, 427.15922090012293, Walk W
Menus Felas's Farmhouse, Ulvil Llothas's Farmhouse, 438.8826722485179, Walk NW
Ulvil Llothas's Farmhouse, Menus Felas's Farmhouse, 438.8826722485179, Walk SE
Towers, Buckmoth Legion Fort, 442.83179650969055, Walk E
Buckmoth Legion Fort, Towers, 442.83179650969055, Walk W
Drarayne Thelas' House, Drarayne Thelas' Storage, 449.6087187766714, Walk SE
Drarayne Thelas' Storage, Drarayne Thelas' House, 449.6087187766714, Walk NW
Kausha's Yurt, Arlowe, 452.3549491273418, Walk NW
Arlowe, Kausha's Yurt, 452.3549491273418, Walk SE
Supply Ship, Apronia Alfena, 455.12635608147326, Walk N
Apronia Alfena, Supply Ship, 455.12635608147326, Walk S
Assurnabitashpi, Ashurnabitashpi, 461.70553386330556, Walk S
Ashurnabitashpi, Assurnabitashpi, 461.70553386330556, Walk N
Telvanni Plaza, Vivec: Telvanni, 463.0259172011865, Walk W
Vivec: Telvanni, Telvanni Plaza, 463.0259172011865, Walk E
Surane Leoriane's House, Caldera, 472.06037749423535, Walk S
Caldera, Surane Leoriane's House, 472.06037749423535, Walk N
Madran Ulvel's House, Nirasa Aren's House, 487.82066376897154, Walk N
Nirasa Aren's House, Madran Ulvel's House, 487.82066376897154, Walk S
Endris Dilmyn's Shack, Khuul, 489.3505900681024, Walk NE
Khuul, Endris Dilmyn's Shack, 489.3505900681024, Walk SW
North Guard Towers, Dro'Shavir's House, 490.0826460914526, Walk S
Dro'Shavir's House, North Guard Towers, 490.0826460914526, Walk N
Yeherradad's Hut, Tashpi Ashibael's Hut, 503.0506932705689, Walk E
Tashpi Ashibael's Hut, Yeherradad's Hut, 503.0506932705689, Walk W
Ferele Athram: Trader, Tel Aruhn, 505.40775617317155, Walk SW
Tel Aruhn, Ferele Athram: Trader, 505.40775617317155, Walk NE
Maar Gan Shrine, Guard Tower 1, 507.4455635829325, Walk SW
Guard Tower 1, Maar Gan Shrine, 507.4455635829325, Walk NE
Keep, Fort Firemoth, 511.3051926198286, Walk SE
Fort Firemoth, Keep, 511.3051926198286, Walk NW
Caldera Mining Company, Mining Company Office, 516.9342317935619, Walk NW
Mining Company Office, Caldera Mining Company, 516.9342317935619, Walk SE
East Empire Company , East Empire Company Hall, 518.5209735391617, Walk NW
East Empire Company Hall, East Empire Company , 518.5209735391617, Walk SE
Almu Cave Dwelling, Lasamsi Cave Dwelling, 527.6030704990258, Walk E
Lasamsi Cave Dwelling, Almu Cave Dwelling, 527.6030704990258, Walk W
Ganus Lloryn's Shack, Ald Velothi, 537.2494765004429, Walk SE
Ald Velothi, Ganus Lloryn's Shack, 537.2494765004429, Walk NW
Fedar Davus's House, Evos Goran's House, 544.0974177479618, Walk SE
Evos Goran's House, Fedar Davus's House, 544.0974177479618, Walk NW
Galthragoth's House, Braynas Hlervu's House, 545.2201390264303, Walk NE
Braynas Hlervu's House, Galthragoth's House, 545.2201390264303, Walk SW
Massarapal's Yurt, Han-Ammu's Yurt, 545.9899266470032, Walk NW
Han-Ammu's Yurt, Massarapal's Yurt, 545.9899266470032, Walk SE
Ashibaal's Yurt, Minassour's Yurt, 546.3451290164487, Walk SW
Minassour's Yurt, Ashibaal's Yurt, 546.3451290164487, Walk NE
Maeli's Yurt, Zabamund's Yurt, 546.4650034540181, Walk S
Zabamund's Yurt, Maeli's Yurt, 546.4650034540181, Walk N
Lanabi's Yurt, Assamma-Idan's Yurt, 546.6936985186495, Walk NE
Assamma-Idan's Yurt, Lanabi's Yurt, 546.6936985186495, Walk SW
Ashkhan's Yurt, Dutadalk's Yurt, 546.8034381749991, Walk W
Dutadalk's Yurt, Ashkhan's Yurt, 546.8034381749991, Walk E
Ashkhan's Yurt, Ashur-Dan's Yurt, 547.6139150898194, Walk E
Ashur-Dan's Yurt, Ashkhan's Yurt, 547.6139150898194, Walk W
Ashkhan's Yurt, Ashu-Ahhe's Yurt, 547.6175672857838, Walk S
Ashu-Ahhe's Yurt, Ashkhan's Yurt, 547.6175672857838, Walk N
Ashkhan's Yurt, Zanummu's Yurt, 547.9598525439615, Walk NE
Zanummu's Yurt, Ashkhan's Yurt, 547.9598525439615, Walk SW
Kurapli's Yurt, Zanummu's Yurt, 549.9863634673136, Walk S
Zanummu's Yurt, Kurapli's Yurt, 549.9863634673136, Walk N
Upper Tower, Lower Tower, 550.0881747501941, Walk E
Lower Tower, Upper Tower, 550.0881747501941, Walk W
Ashu-Ahhe's Yurt, Ranabi's Yurt, 550.1754265686536, Walk SE
Ranabi's Yurt, Ashu-Ahhe's Yurt, 550.1754265686536, Walk NW
Dutadalk's Yurt, Kausi's Yurt, 550.5778782334066, Walk SW
Kausi's Yurt, Dutadalk's Yurt, 550.5778782334066, Walk NE
Caius Cosades' House, Vorar Helas' House, 555.0063062704784, Walk S
Vorar Helas' House, Caius Cosades' House, 555.0063062704784, Walk N
Slave Shack One, Mining Bunkhouse, 562.7361726422072, Walk N
Mining Bunkhouse, Slave Shack One, 562.7361726422072, Walk S
Puzzle Canal: Lvl. 2, Puzzle Canal: Lvl. 1, 567.5156385510447, Walk SW
Puzzle Canal: Lvl. 1, Puzzle Canal: Lvl. 2, 567.5156385510447, Walk NE
Drinar Varyon's House, Ald'ruhn, 569.2319386682374, Walk N
Ald'ruhn, Drinar Varyon's House, 569.2319386682374, Walk S
Puzzle Canal: Lvl. 3, Puzzle Canal: Lvl. 4, 570.1973342624464, Walk NW
Puzzle Canal: Lvl. 4, Puzzle Canal: Lvl. 3, 570.1973342624464, Walk SE
Puzzle Canal: Lvl. 2, Puzzle Canal: Lvl. 3, 571.9877621068479, Walk NE
Puzzle Canal: Lvl. 3, Puzzle Canal: Lvl. 2, 571.9877621068479, Walk SW
Aryne Telnim: Smith, Plot and Plaster, 572.8682221942495, Walk SW
Plot and Plaster, Aryne Telnim: Smith, 572.8682221942495, Walk NE
Puzzle Canal: Lvl. 2, Puzzle Canal: Lvl. 1, 572.8813140607747, Walk SE
Puzzle Canal: Lvl. 1, Puzzle Canal: Lvl. 2, 572.8813140607747, Walk NW
Surane Leoriane's House, Keel-Raniur's House, 577.6028047023318, Walk W
Keel-Raniur's House, Surane Leoriane's House, 577.6028047023318, Walk E
Puzzle Canal: Lvl. 3, Puzzle Canal: Lvl. 4, 578.261186662221, Walk NE
Puzzle Canal: Lvl. 4, Puzzle Canal: Lvl. 3, 578.261186662221, Walk SW
St. Olms Waistworks, Vivec: St. Olms, 581.6063961133852, Walk NE
Vivec: St. Olms, St. Olms Waistworks, 581.6063961133852, Walk SW
Eldafire's House, Vodunius Nuccius' House, 590.4066395290622, Walk SE
Vodunius Nuccius' House, Eldafire's House, 590.4066395290622, Walk NW
Elmussa Damori's House, Bashuk gra-Bat's House, 591.805711361423, Walk SW
Bashuk gra-Bat's House, Elmussa Damori's House, 591.805711361423, Walk NE
Elmussa Damori's House, Hodlismod: Armorer, 593.6977345417447, Walk E
Hodlismod: Armorer, Elmussa Damori's House, 593.6977345417447, Walk W
Lower Tower, Upper Tower, 594.2432162002357, Walk NW
Upper Tower, Lower Tower, 594.2432162002357, Walk SE
Andus Tradehouse, Garry's Hut, 597.0008375203505, Walk S
Garry's Hut, Andus Tradehouse, 597.0008375203505, Walk N
Boat Transport to Solstheim, Boat Transport: Khuul, 597.271295141496, Walk W
Boat Transport: Khuul, Boat Transport to Solstheim, 597.271295141496, Walk E
Falanaamo: Clothier, Guild of Mages, 604.0206950096991, Walk W
Guild of Mages, Falanaamo: Clothier, 604.0206950096991, Walk E
Arena Waistworks, Vivec: Arena, 604.9437990425226, Walk SE
Vivec: Arena, Arena Waistworks, 604.9437990425226, Walk NW
Vaden Belas' House, Morag Tong Guild, 605.5229145127375, Walk NW
Morag Tong Guild, Vaden Belas' House, 605.5229145127375, Walk SE
Ganus Lloryn's Shack, Vireveri Darethran's Shack, 607.049421381818, Walk N
Vireveri Darethran's Shack, Ganus Lloryn's Shack, 607.049421381818, Walk S
Assi Serimilk's Hut, Garry's Hut, 609.8827756216764, Walk W
Garry's Hut, Assi Serimilk's Hut, 609.8827756216764, Walk E
Ra'Virr: Trader, Tsiya's House, 611.8733529089169, Walk E
Tsiya's House, Ra'Virr: Trader, 611.8733529089169, Walk W
Verara Rendo: Clothier, Suran Tradehouse, 617.4139616173253, Walk SE
Suran Tradehouse, Verara Rendo: Clothier, 617.4139616173253, Walk NW
Fjorrod's House, Itar the Gentle's House, 619.0201935316811, Walk S
Itar the Gentle's House, Fjorrod's House, 619.0201935316811, Walk N
Ralds Oril: Trader, Ibarnadad Assirnarari: Apothecary, 619.3230174957168, Walk SE
Ibarnadad Assirnarari: Apothecary, Ralds Oril: Trader, 619.3230174957168, Walk NW
Karlirah's House, Guild of Mages, 619.728973019658, Walk W
Guild of Mages, Karlirah's House, 619.728973019658, Walk E
Fadila Balvel's House, Hla Oad, 619.8870864923708, Walk NW
Hla Oad, Fadila Balvel's House, 619.8870864923708, Walk SE
Galthragoth's House, Pellecia Aurrus's House, 623.5198473184314, Walk W
Pellecia Aurrus's House, Galthragoth's House, 623.5198473184314, Walk E
Gindrala Hleran's House, Tauryon's House, 627.9936305409475, Walk E
Tauryon's House, Gindrala Hleran's House, 627.9936305409475, Walk W
Halfway Tavern, Pelagiad, 636.2546659946786, Walk S
Pelagiad, Halfway Tavern, 636.2546659946786, Walk N
Shenk's Shovel, South Guard Towers, 640.8057427957399, Walk SE
South Guard Towers, Shenk's Shovel, 640.8057427957399, Walk NW
Meldor: Armorer, Dorisa Darvel: Bookseller, 642.1370570213185, Walk N
Dorisa Darvel: Bookseller, Meldor: Armorer, 642.1370570213185, Walk S
Hawkmoth Towers, Skyrim Mission, 643.2868722428586, Walk S
Skyrim Mission, Hawkmoth Towers, 643.2868722428586, Walk N
Ainab's Yurt, Erabenimsun Camp, 644.6060812620372, Walk SW
Erabenimsun Camp, Ainab's Yurt, 644.6060812620372, Walk NE
Foreign Quarter Plaza, Vivec: Foreign Quarter, 645.8118921172015, Walk W
Vivec: Foreign Quarter, Foreign Quarter Plaza, 645.8118921172015, Walk E
Manos Vavyn's House, Fedar Davus's House, 646.4673232267816, Walk NE
Fedar Davus's House, Manos Vavyn's House, 646.4673232267816, Walk SW
Salattanat's Yurt, Erabenimsun Camp, 646.5059937850538, Walk NW
Erabenimsun Camp, Salattanat's Yurt, 646.5059937850538, Walk SE
Canal North-Three, Vivec, 648.2568935229305, Walk E
Vivec, Canal North-Three, 648.2568935229305, Walk W
Rostlogi's Shack, Caryarel's Shack, 649.4813315253949, Walk E
Caryarel's Shack, Rostlogi's Shack, 649.4813315253949, Walk W
Redoran Waistworks, Vivec: Redoran, 657.3165143216775, Walk SW
Vivec: Redoran, Redoran Waistworks, 657.3165143216775, Walk NE
Elegnan: Clothier, Kirsty's House, 657.8518070203958, Walk NE
Kirsty's House, Elegnan: Clothier, 657.8518070203958, Walk SW
Shishara Hut, Man-llu Hut, 658.4079282633222, Walk N
Man-llu Hut, Shishara Hut, 658.4079282633222, Walk S
Garothmuk gro-Muzgub: Smith, Suran, 660.5043527487159, Walk N
Suran, Garothmuk gro-Muzgub: Smith, 660.5043527487159, Walk S
Imperial Chapels, Grand Council Chambers, 660.7397369615362, Walk E
Grand Council Chambers, Imperial Chapels, 660.7397369615362, Walk W
Menus Felas's Farmhouse, Mandyn Ralas's Farmhouse, 661.777152824121, Walk SW
Mandyn Ralas's Farmhouse, Menus Felas's Farmhouse, 661.777152824121, Walk NE
Erna the Quiet, Isild River, 662.815962390768, Walk W
Isild River, Erna the Quiet, 662.815962390768, Walk E
Tower Lower, Uvirith's Grave, 664.8383262117189, Walk E
Uvirith's Grave, Tower Lower, 664.8383262117189, Walk W
Foryn Gilnith's Shack, Indrele Rathryon's Shack, 666.985007327751, Walk NE
Indrele Rathryon's Shack, Foryn Gilnith's Shack, 666.985007327751, Walk SW
Slave Shack Two, Slave Shack One, 667.2720584589167, Walk NW
Slave Shack One, Slave Shack Two, 667.2720584589167, Walk SE
Heifnir: Trader, End of the World, 668.1990721334473, Walk NW
End of the World, Heifnir: Trader, 668.1990721334473, Walk SE
Upper Level, Falensarano, 670.3916765593082, Walk NW
Falensarano, Upper Level, 670.3916765593082, Walk SE
Ervyna Hlervu's Shack, Boat Transport: Tel Branora, 673.4842240171629, Walk NW
Boat Transport: Tel Branora, Ervyna Hlervu's Shack, 673.4842240171629, Walk SE
Palace of Vivec, Puzzle Canal: Lvl. 1, 673.7506957324794, Walk E
Puzzle Canal: Lvl. 1, Palace of Vivec, 673.7506957324794, Walk W
Murberius Harmevus' House, Pelagiad, 674.4627491566899, Walk N
Pelagiad, Murberius Harmevus' House, 674.4627491566899, Walk S
St. Delyn Waistworks, Vivec: St. Delyn, 680.3293320150176, Walk NW
Vivec: St. Delyn, St. Delyn Waistworks, 680.3293320150176, Walk SE
St. Olms Underworks, St. Delyn Underworks, 682.4456022277526, Walk NW
St. Delyn Underworks, St. Olms Underworks, 682.4456022277526, Walk SE
Six Fishes, Hawkmoth Legion Garrison, 682.8418557762844, Walk NW
Hawkmoth Legion Garrison, Six Fishes, 682.8418557762844, Walk SE
Pellecia Aurrus's House, Ilmiril's House, 684.6911712589845, Walk NW
Ilmiril's House, Pellecia Aurrus's House, 684.6911712589845, Walk SE
Arelas' House, Uvirith's Grave, 687.4314511280379, Walk SE
Uvirith's Grave, Arelas' House, 687.4314511280379, Walk NW
Falvilo's Endeavor, Boat Transport: Vos, 689.2619240898194, Walk W
Boat Transport: Vos, Falvilo's Endeavor, 689.2619240898194, Walk E
Fine-Mouth's Shack, Erene Llenim's Shack, 691.5562160808042, Walk SE
Erene Llenim's Shack, Fine-Mouth's Shack, 691.5562160808042, Walk NW
East Empire Company , East Empire North Warehouse, 692.1040384219702, Walk E
East Empire North Warehouse, East Empire Company , 692.1040384219702, Walk W
Keep: Bottom Level, Hlormaren, 692.2607890094599, Walk SW
Hlormaren, Keep: Bottom Level, 692.2607890094599, Walk NE
Mebestien Ence: Trader, Pelagiad, 698.559231561648, Walk NW
Pelagiad, Mebestien Ence: Trader, 698.559231561648, Walk SE
Ahasour's Yurt, Urshilaku Camp, 703.8217103784168, Walk NW
Urshilaku Camp, Ahasour's Yurt, 703.8217103784168, Walk SE
Radras: Smith, Liette's House, 704.1200181787193, Walk W
Liette's House, Radras: Smith, 704.1200181787193, Walk E
Druegh-jigger's Rest, Jerian Dolbanitte's Shack, 704.5885324073903, Walk SE
Jerian Dolbanitte's Shack, Druegh-jigger's Rest, 704.5885324073903, Walk NW
Assi Serimilk's Hut, Ulisamsi Shaddarnuran's Hut, 709.6055242175049, Walk SE
Ulisamsi Shaddarnuran's Hut, Assi Serimilk's Hut, 709.6055242175049, Walk NW
Ministry of Truth, Gondola, 711.5012297951424, Walk NW
Gondola, Ministry of Truth, 711.5012297951424, Walk SE
Svadstar's Shack, Brurid's Shack, 711.7878897536822, Walk W
Brurid's Shack, Svadstar's Shack, 711.7878897536822, Walk E
Ababael Timsar-Dadisun's Yurt, Kummu's Yurt, 713.9502783807848, Walk SW
Kummu's Yurt, Ababael Timsar-Dadisun's Yurt, 713.9502783807848, Walk NE
Nelmyne Andules's Shack, Aldi's Shack, 714.0448165206438, Walk W
Aldi's Shack, Nelmyne Andules's Shack, 714.0448165206438, Walk E
Storage Shack, Dren Plantation, 714.2884571375909, Walk E
Dren Plantation, Storage Shack, 714.2884571375909, Walk W
Hurg's House, Anja Swift-Sailer's House, 715.0111887236451, Walk W
Anja Swift-Sailer's House, Hurg's House, 715.0111887236451, Walk E
Shurkul gro-Sharga's House, Relien Rirne's House, 715.7408748981715, Walk S
Relien Rirne's House, Shurkul gro-Sharga's House, 715.7408748981715, Walk N
Gildan's House, Tauryon's House, 718.5429701834122, Walk SW
Tauryon's House, Gildan's House, 718.5429701834122, Walk NE
Skyrim Mission, Argonian Mission, 720.5921176366003, Walk SE
Argonian Mission, Skyrim Mission, 720.5921176366003, Walk NW
Uryn Maren's House, South Storehouse, 724.0690574800169, Walk SW
South Storehouse, Uryn Maren's House, 724.0690574800169, Walk NE
Maela Kaushad's Farmhouse, Ienasa Radas's Farmhouse, 727.2317374812516, Walk W
Ienasa Radas's Farmhouse, Maela Kaushad's Farmhouse, 727.2317374812516, Walk E
Morag Tong Guild, Urtiso Faryon: Sorcerer, 729.9657526213131, Walk SW
Urtiso Faryon: Sorcerer, Morag Tong Guild, 729.9657526213131, Walk NE
Kind Erushara's Hut, Shilipuran Zama-Rasour's Hut, 730.7290879662585, Walk SW
Shilipuran Zama-Rasour's Hut, Kind Erushara's Hut, 730.7290879662585, Walk NE
Man-llu Hut, Shand Hut, 731.7793383254271, Walk E
Shand Hut, Man-llu Hut, 731.7793383254271, Walk W
Mining Guard Tower, Slave Shack One, 732.7891920600358, Walk NE
Slave Shack One, Mining Guard Tower, 732.7891920600358, Walk SW
Telvanni Waistworks, Gondola, 734.2942189613099, Walk S
Gondola, Telvanni Waistworks, 734.2942189613099, Walk N
Addut-Lamanu's Yurt, Massarapal's Yurt, 741.6906363167867, Walk W
Massarapal's Yurt, Addut-Lamanu's Yurt, 741.6906363167867, Walk E
